,name,title_english,title_japanese,type,source,producers,genre,studio,episodes,duration,rating,score,scored_by,rank,popularity,favorites,broadcast,premiered_season,premiered_year
2450,Barbapapa Sekai wo Mawaru,Barbapapa Around the World,バーバパパ　世界をまわる,TV,Picture book,Kodansha,Adventure,Studio Pierrot,50.0,5 min per ep,G - All Ages,6.03,251.0,7612.0,9526.0,1.0,Fridays at 16:50 (JST),Summer,1999
2451,Arabian Nights: Sindbad no Bouken (TV),Arabian Night Sindbat Adventure,アラビアンナイト シンドバットの冒険,TV,Book,Studio Jack,Romance,Nippon Animation,52.0,25 min per ep,G - All Ages,7.26,1952.0,2607.0,5851.0,16.0,Wednesdays at 19:00 (JST),Fall,1975
2452,Oz no Mahoutsukai (1986),The Wonderful Wizard of Oz,オズの魔法使い,TV,Book,TV Tokyo,Fantasy,Panmedia,52.0,25 min per ep,G - All Ages,6.82,578.0,4346.0,8165.0,8.0,Unknown,Fall,1986
2454,Ie Naki Ko,Unmistakable child,家なき子,TV,Novel,,Kids,Madhouse,51.0,24 min per ep,G - All Ages,7.83,2194.0,842.0,4569.0,94.0,Unknown,Fall,1977
2455,Ie Naki Ko Remy,Sans Famille,家なき子レミ,TV,Novel,Fuji TV,Drama,Nippon Animation,23.0,23 min per ep,G - All Ages,8.02,4793.0,542.0,3866.0,56.0,Sundays at 19:30 (JST),Fall,1996
2461,Patalliro!,Patarilo!,パタリロ！,TV,Manga,,Shounen Ai,Toei Animation,49.0,24 min per ep,PG - Children,7.56,556.0,1490.0,5852.0,54.0,Thursdays at 19:00 (JST),Spring,1982
2462,Chiisana Viking Vickie,Small buffet bicke,小さなバイキングビッケ,TV,Unknown,Mushi Production,Kids,Nippon Animation,78.0,24 min per ep,G - All Ages,6.61,958.0,5292.0,7394.0,4.0,Unknown,Spring,1974
2491,Anime Oyako Gekijou,Superbook,アニメ 親子劇場,TV,Original,,Sci-Fi,Tatsunoko Production,26.0,24 min per ep,G - All Ages,5.94,585.0,7852.0,8085.0,4.0,Unknown,Fall,1981
2494,Ganbare Goemon,Legend of the Mystical Ninja,がんばれゴエモン,TV,Game,Konami,Comedy,,23.0,24 min per ep,G - All Ages,6.2,219.0,7022.0,8931.0,3.0,Saturdays at 17:00 (JST),Fall,1997
2498,Hakushon Daimaou,Bob in the Bottle,ハクション大魔王,TV,Unknown,,Fantasy,Tatsunoko Production,52.0,24 min per ep,G - All Ages,6.1,447.0,7402.0,8804.0,1.0,Unknown,Fall,1969
2505,Sakigake!! Otokojuku,Charge!! Men's Private School,魁!!男塾,TV,Manga,Lantis,School,Toei Animation,34.0,24 min per ep,R - 17+ (violence & profanity),7.42,1620.0,1979.0,4593.0,65.0,Mondays at 19:00 (JST),Winter,1988
2506,Code Geass: Hangyaku no Lelouch R2,Code Geass: Lelouch of the Rebellion R2,コードギアス 反逆のルルーシュ 続編,TV,Original,Bandai Visual,Mecha,Sunrise,25.0,24 min per ep,R - 17+ (violence & profanity),8.94,591272.0,17.0,24.0,47637.0,Sundays at 17:00 (JST),Spring,2008
2512,Ohayou! Spank,good morning!Spank,おはよう！スパンク,TV,Manga,Asahi Broadcasting,Comedy,TMS Entertainment,63.0,25 min per ep,G - All Ages,6.69,674.0,4932.0,8148.0,1.0,Unknown,Spring,1981
2513,Daisougen no Chiisana Tenshi: Bush Baby,"Bush Baby, Little Angel of the Great Plains",大草原の小さな天使　ブッシュベイビー,TV,Novel,Fuji TV,Adventure,Nippon Animation,40.0,24 min per ep,G - All Ages,7.12,381.0,3186.0,8109.0,4.0,Sundays at 19:30 (JST),Winter,1992
2515,Genki Bakuhatsu Ganbaruger,Energetic Bomb Ganbaruger,元気爆発ガンバルガー,TV,Original,TV Tokyo,Mecha,Sunrise,47.0,24 min per ep,PG - Children,6.98,160.0,3730.0,9748.0,6.0,Wednesdays at 18:00 (JST),Spring,1992
2518,Ashita no Joe 2,Rocky Joe 2,あしたのジョー２,TV,Manga,Annapuru,Drama,Tokyo Movie Shinsha,47.0,24 min per ep,PG-13 - Teens 13 or older,8.63,5574.0,66.0,3246.0,719.0,Unknown,Fall,1980
2520,Shugo Chara!,Shugo Chara!,しゅごキャラ！,TV,Manga,TV Tokyo,School,Satelight,51.0,24 min per ep,PG - Children,7.55,68834.0,1532.0,627.0,3288.0,Unknown,Fall,2007
2521,ef: A Tale of Memories.,ef - a tale of memories.,ef - a tale of memories.,TV,Visual novel,Rondo Robe,Drama,Shaft,12.0,24 min per ep,PG-13 - Teens 13 or older,8.03,85012.0,526.0,480.0,2734.0,Sundays at 01:35 (JST),Fall,2007
2522,Myself; Yourself,Myself; Yourself,マイセルフ; ユアセルフ,TV,Visual novel,Marvelous,School,Doga Kobo,13.0,25 min per ep,PG-13 - Teens 13 or older,7.32,75119.0,2401.0,667.0,780.0,Unknown,Fall,2007
2523,Kimikiss Pure Rouge,Kimikiss: Pure Rouge,キミキス pure rouge,TV,Visual novel,Bandai Visual,School,J.C.Staff,24.0,24 min per ep,PG-13 - Teens 13 or older,7.41,32788.0,2014.0,1311.0,300.0,Unknown,Fall,2007
2525,Moonlight Mile 2nd Season: Touch Down,Moonlight Mile 2nd Season -Touch Down-,ムーンライトマイル 2ndシーズン -Touch down-,TV,Manga,,Sci-Fi,Studio Hibari,14.0,25 min per ep,R+ - Mild Nudity,7.43,1263.0,1924.0,6035.0,8.0,Unknown,Fall,2007
2526,Tensai? Dr. Hamax,genius?Dr. Hamax,天才？Dr.ハマックス,TV,Original,Trans Arts,Comedy,Production I.G,12.0,23 min per ep,G - All Ages,5.31,13.0,13184.0,12736.0,0.0,Unknown,Fall,2007
2527,Mokke,Mushroom,もっけ,TV,Manga,Kodansha,Mystery,Madhouse,24.0,24 min per ep,PG - Children,7.13,1999.0,3160.0,3826.0,18.0,Unknown,Fall,2007
2528,Mirai Keisatsu Urashiman,Future Police Urashiman,未来警察ウラシマン,TV,Manga,Fuji TV,Action,Tatsunoko Production,50.0,23 min per ep,PG-13 - Teens 13 or older,6.82,249.0,4339.0,8420.0,1.0,Unknown,Winter,1983
2529,Shiawase Sou no Okojo-san,Happiness Sou's Okojo,しあわせソウのオコジョさん,TV,Manga,Sotsu,Comedy,,51.0,25 min per ep,G - All Ages,6.69,138.0,4939.0,7768.0,5.0,Tuesdays at 18:00 (JST),Fall,2001
2533,Idol Densetsu Eriko,Legendary Idol Eriko,アイドル伝説えり子,TV,Original,Youmex,Music,Production Reed,51.0,20 min per ep,PG-13 - Teens 13 or older,6.86,726.0,4173.0,6665.0,3.0,Unknown,Spring,1989
2535,Sketchbook: Full Color's,Sketchbook ~full color's~,スケッチブック ～full color's～,TV,4-koma manga,Media Factory,Comedy,Hal Film Maker,13.0,23 min per ep,G - All Ages,7.43,6792.0,1940.0,2789.0,155.0,Tuesdays at 02:00 (JST),Fall,2007
2555,Minami-ke,Minamike,みなみけ,TV,Manga,Starchild Records,Slice of Life,Daume,13.0,24 min per ep,PG-13 - Teens 13 or older,7.76,56701.0,975.0,733.0,1119.0,Mondays at Unknown,Fall,2007
2556,Blue Drop: Tenshi-tachi no Gikyoku,Blue Drop,BLUE DROP ～天使達の戯曲～,TV,Manga,BeSTACK,Shoujo Ai,Gonzo,13.0,26 min per ep,PG-13 - Teens 13 or older,6.8,9534.0,4412.0,2646.0,99.0,Unknown,Fall,2007
2557,Suteki Tantei Labyrinth,Fantastic Detective Labyrinth,素敵探偵☆ラビリンス,TV,Manga,Sotsu,Mystery,Studio Deen,25.0,23 min per ep,PG-13 - Teens 13 or older,6.85,1601.0,4224.0,4442.0,14.0,Unknown,Fall,2007
2558,Ookami to Koushinryou,Spice and Wolf,狼と香辛料,TV,Light novel,Victor Entertainment,Romance,Imagin,13.0,24 min per ep,PG-13 - Teens 13 or older,8.33,242480.0,217.0,104.0,14015.0,Wednesdays at 01:30 (JST),Winter,2008
2561,Night Wizard,Night wizard,ナイトウィザード,TV,Game,Hal Film Maker,Fantasy,,13.0,25 min per ep,PG-13 - Teens 13 or older,6.76,12454.0,4633.0,2275.0,57.0,Unknown,Fall,2007
2569,Kuusou Kagaku Sekai Gulliver Boy,Fantascience World Gulliver Boy,空想科学世界ガリバーボーイ,TV,Unknown,,Fantasy,Toei Animation,50.0,24 min per ep,PG-13 - Teens 13 or older,6.6,176.0,5348.0,9228.0,3.0,Sundays at 09:00 (JST),Winter,1995
2573,Majin Tantei Nougami Neuro,Neuro: Supernatural Detective,魔人探偵 脳噛ネウロ,TV,Manga,VAP,Mystery,Madhouse,25.0,23 min per ep,R - 17+ (violence & profanity),7.7,21135.0,1113.0,1617.0,553.0,Unknown,Fall,2007
2574,Bamboo Blade,Bamboo Blade,バンブーブレード,TV,Manga,Square Enix,Seinen,AIC A.S.T.A.,26.0,24 min per ep,PG-13 - Teens 13 or older,7.39,32878.0,2087.0,1282.0,287.0,Tuesdays at 01:30 (JST),Fall,2007
2575,Ginga Hyouryuu Vifam,Galaxy drifting bifam,銀河漂流バイファム,TV,Unknown,,Sci-Fi,Sunrise,46.0,25 min per ep,G - All Ages,7.28,384.0,2543.0,7233.0,12.0,Unknown,Fall,1983
2579,Rosario to Vampire,Rosario + Vampire,ロザリオとバンパイア,TV,Manga,GDH,Fantasy,Gonzo,13.0,25 min per ep,R+ - Mild Nudity,7.03,245586.0,3569.0,143.0,3262.0,Unknown,Winter,2008
2583,Taiho Shichau zo: Full Throttle,You're Under Arrest: Full Throttle,逮捕しちゃうぞ フルスロットル,TV,Manga,TBS,Shounen,Studio Deen,23.0,24 min per ep,PG-13 - Teens 13 or older,7.28,2083.0,2559.0,4769.0,4.0,Unknown,Fall,2007
2584,Moyashimon,Moyamonon,もやしもん,TV,Manga,Dentsu,School,Telecom Animation Film,11.0,23 min per ep,PG-13 - Teens 13 or older,7.64,22964.0,1265.0,1572.0,233.0,Unknown,Fall,2007
2585,Gyakkyou Burai Kaiji: Ultimate Survivor,Kaiji: Ultimate Survivor,逆境無頼カイジ Ultimate Survivor,TV,Manga,VAP,Seinen,Madhouse,26.0,23 min per ep,R - 17+ (violence & profanity),8.31,79340.0,237.0,550.0,5445.0,Unknown,Fall,2007
2589,Atashin'chi,My Family,あたしンち,TV,Manga,TV Asahi,Slice of Life,Shin-Ei Animation,330.0,25 min per ep,G - All Ages,7.36,653.0,2221.0,7137.0,22.0,Saturdays at 11:20 (JST),Spring,2002
2592,Tiger Mask,Tiger Mask,タイガーマスク,TV,Manga,,Drama,Toei Animation,105.0,23 min per ep,PG-13 - Teens 13 or older,7.34,2343.0,2332.0,4921.0,45.0,Unknown,Fall,1969
2593,Kaiketsu Zorro,The Magnificent Zorro,快傑ゾロ,TV,Other,Toho,Historical,Ashi Production,52.0,24 min per ep,PG-13 - Teens 13 or older,7.3,3665.0,2471.0,4603.0,45.0,Fridays at 18:30 (JST),Spring,1996
2595,Gekitou! Crush Gear Turbo,Fierce battle! Crash gear TURBO,激闘! クラッシュギアTURBO,TV,Unknown,Bandai Visual,Shounen,Sunrise,68.0,25 min per ep,G - All Ages,6.88,2118.0,4091.0,5791.0,29.0,Unknown,Fall,2001
2600,Gu-Gu Ganmo,GU-GU Gunmo,Gu-Guガンモ,TV,Manga,,Shounen,Toei Animation,50.0,25 min per ep,G - All Ages,6.18,104.0,7110.0,10417.0,1.0,Sundays at 19:00 (JST),Spring,1984
2601,Yume Senshi Wingman,Wingman,夢戦士ウイングマン,TV,Manga,,Super Power,Toei Animation,47.0,23 min per ep,R+ - Mild Nudity,6.73,263.0,4787.0,8063.0,4.0,Unknown,Winter,1984
2603,Esper Mami,Esper Mami,エスパー魔美,TV,Manga,,Comedy,Shin-Ei Animation,119.0,24 min per ep,PG-13 - Teens 13 or older,6.65,156.0,5107.0,8749.0,4.0,Unknown,Spring,1987
2604,Ribbon no Kishi,Princess Knight,リボンの騎士,TV,Manga,Fuji TV,Shoujo,Mushi Production,52.0,23 min per ep,PG-13 - Teens 13 or older,6.76,595.0,4638.0,6820.0,8.0,Unknown,Spring,1967
2614,Tobe! Isami,Soar High! Isami,飛べ！イサミ,TV,Original,,Romance,Group TAC,50.0,25 min per ep,PG-13 - Teens 13 or older,7.3,399.0,2494.0,8281.0,8.0,Saturdays at 18:00 (JST),Spring,1995
2620,Tetsuwan Atom (1980),Astro Boy (1980),鉄腕アトム,TV,Manga,Nippon Television Network,Action,Tezuka Productions,52.0,24 min per ep,G - All Ages,7.22,3129.0,2801.0,4392.0,73.0,Unknown,Fall,1980
2625,Ganbare! Kickers,Fight! Kickers,がんばれ！キッカーズ,TV,Manga,Nippon Television Network,Drama,Studio Pierrot,23.0,23 min per ep,G - All Ages,6.89,4029.0,4061.0,4790.0,28.0,Unknown,Fall,1986
2630,Ninja Senshi Tobikage,Ninja Robots,忍者戦士飛影,TV,Original,,Space,Studio Pierrot,43.0,24 min per ep,PG-13 - Teens 13 or older,7.12,893.0,3211.0,6690.0,14.0,Unknown,Fall,1985
2643,Robby to Kerobby,Robby & Kerobby,ロビーとケロビー,TV,Original,Aniplex,Comedy,A-1 Pictures,52.0,10 min per ep,G - All Ages,6.28,18.0,12651.0,12662.0,0.0,Unknown,Spring,2007
2645,Tondera House no Daibouken,The Flying House,トンデラハウスの大冒険,TV,Original,,Sci-Fi,Tatsunoko Production,52.0,24 min per ep,G - All Ages,6.4,323.0,6218.0,9129.0,6.0,Unknown,Spring,1982
2647,Warau Salesman,Laughing Salesman,笑ゥせぇるすまん,TV,Manga,TBS,Psychological,Shin-Ei Animation,103.0,10 min per ep,R+ - Mild Nudity,6.65,326.0,5140.0,6899.0,6.0,Tuesdays at Unknown,Fall,1989
2649,Aoki Ryuusei SPT Layzner,Blue Comet SPT Layzner,蒼き流星SPTレイズナー,TV,Original,,Military,Sunrise,38.0,24 min per ep,PG-13 - Teens 13 or older,7.18,749.0,2935.0,5951.0,20.0,Thursdays at 17:30 (JST),Fall,1985
2651,Attacker You!,Attacker You!,アタッカーＹＯＵ！,TV,Manga,TV Tokyo,Shoujo,Shaft,58.0,23 min per ep,R+ - Mild Nudity,6.64,1770.0,5148.0,5762.0,15.0,Unknown,Spring,1984
2660,Junjou Romantica,Junjo Romantica,純情ロマンチカ,TV,Manga,Frontier Works,Shounen Ai,Studio Deen,12.0,24 min per ep,PG-13 - Teens 13 or older,7.95,90823.0,635.0,606.0,4831.0,Unknown,Spring,2008
2664,Shutsugeki! Machine Robo Rescue,sortie!Machine robotz queue,出撃！マシンロボレスキュー,TV,Unknown,TV Tokyo,Action,Sunrise,53.0,23 min per ep,PG - Children,6.89,319.0,4072.0,8925.0,4.0,Wednesdays at 18:00 (JST),Winter,2003
2665,Juusenshi Gulkeeva,Beast Warrior Galciber,獣戦士ガルキーバ,TV,Unknown,TV Tokyo Music,Fantasy,Sunrise,26.0,23 min per ep,PG-13 - Teens 13 or older,6.37,229.0,6318.0,8443.0,1.0,Tuesdays at 18:00 (JST),Spring,1995
2667,F-Zero: Falcon Densetsu,F-Zero: GP Legend,F-ZERO ファルコン伝説,TV,Game,Studio Jack,Cars,Production Reed,51.0,23 min per ep,PG - Children,6.47,1410.0,5901.0,5038.0,49.0,Tuesdays at 18:30 (JST),Fall,2003
2669,Geisters: Fractions of the Earth,Geisters: Fractions of the Earth,ガイスターズ FRACTIONS OF THE EARTH,TV,Unknown,TV Osaka,Action,,26.0,24 min per ep,PG-13 - Teens 13 or older,5.81,120.0,8214.0,8940.0,1.0,Unknown,Fall,2001
2676,Papillon Rose,Papillon Rose,パピヨンローゼ,TV,Unknown,Studio Kelmadick,Magic,,6.0,25 min per ep,R+ - Mild Nudity,4.86,594.0,9864.0,6866.0,2.0,Unknown,Winter,2006
2685,Kaibutsu-kun,Monster,怪物くん,TV,Manga,TBS,Comedy,Studio Zero,49.0,25 min per ep,PG - Children,6.65,205.0,5120.0,9551.0,0.0,Unknown,Spring,1968
2687,Ashita Tenki ni Naare,A Great Super Shot Boy,あした天気になあれ,TV,Manga,Nihon Ad Systems,Sports,Tsuchida Productions,47.0,22 min per ep,G - All Ages,6.27,140.0,6749.0,10376.0,1.0,Unknown,Fall,1984
2688,Boukensha: The Man Was from Spain,Christopher Columbus,冒険者－THE MAN WAS FROM SPAIN－,TV,Unknown,,Historical,Nippon Animation,26.0,25 min per ep,G - All Ages,6.31,249.0,6580.0,9516.0,1.0,Unknown,Fall,1992
2690,Ochamegami Monogatari: Korokoro Pollon,Little Pollon,おちゃめ神物語コロコロポロン,TV,Manga,Kokusai Eigasha,Comedy,,46.0,22 min per ep,G - All Ages,7.09,795.0,3326.0,7859.0,5.0,Unknown,Spring,1982
2694,GR: Giant Robo,GR -Giant Robo--,GR -ジャイアントロボ-,TV,Unknown,Soft Garage,Adventure,A.C.G.T.,13.0,25 min per ep,PG-13 - Teens 13 or older,6.72,276.0,4803.0,7238.0,2.0,Unknown,Winter,2007
2695,Genei Toushi Bastof Lemon,BASToF Syndrome,幻影闘士バストフレモン,TV,Unknown,,Adventure,Dongwoo A&E,26.0,24 min per ep,PG-13 - Teens 13 or older,6.19,200.0,7066.0,9123.0,2.0,Unknown,Spring,2001
2701,Makiba no Shoujo Katri,"Katri, Girl of the Meadows",牧場の少女カトリ,TV,Novel,,Slice of Life,Nippon Animation,49.0,25 min per ep,G - All Ages,6.93,471.0,3918.0,7671.0,5.0,Unknown,Winter,1984
2708,Nessa no Haou Gandalla,Gandalla: The King of Burning Desert,熱沙の覇王ガンダーラ,TV,Original,Big West,Drama,Production Reed,26.0,22 min per ep,PG-13 - Teens 13 or older,6.04,102.0,7601.0,8810.0,1.0,Unknown,Spring,1998
2712,Fortune Quest L,Fortune Quest,フォーチュン·クエストL,TV,Novel,E&G Films,Magic,,26.0,23 min per ep,PG-13 - Teens 13 or older,6.56,272.0,5526.0,8548.0,0.0,Sundays at 01:35 (JST),Fall,1997
2716,Asobot Senki Gokuu,Monkey Typhoon,アソボット戦記五九,TV,Manga,TV Tokyo,Sci-Fi,Studio Egg,52.0,23 min per ep,PG-13 - Teens 13 or older,6.8,738.0,4408.0,7114.0,8.0,Tuesdays at 18:30 (JST),Fall,2002
2717,Ningyohime Marina no Bouken,Saban's Adventures of the Little Mermaid,人魚姫 マリーナの冒険,TV,Unknown,Fuji TV,Romance,Telescreen BV,26.0,22 min per ep,G - All Ages,6.43,389.0,6076.0,8552.0,4.0,Saturdays at 05:00 (JST),Winter,1991
2719,Nanatsu no Umi no Tico,Tico and Friends,七つの海のティコ,TV,Original,,Adventure,Nippon Animation,39.0,23 min per ep,G - All Ages,7.52,1262.0,1611.0,6290.0,10.0,Sundays at 19:30 (JST),Winter,1994
2720,Pure-tou no Nakama-tachi,Serendipity the Pink Dragon,セレンディピティ物語 ピュア島の仲間たち,TV,Unknown,,Kids,,26.0,30 min per ep,G - All Ages,6.46,143.0,5952.0,10103.0,1.0,Unknown,Summer,1983
2723,Cream Lemon: Lemon Angel,Lemon Angel,くりぃむレモン レモンエンジェル,TV,Other,AIC,Ecchi,,37.0,3 min per ep,R+ - Mild Nudity,5.71,341.0,8451.0,7535.0,3.0,Unknown,Fall,1987
2740,Druaga no Tou: The Aegis of Uruk,Tower of Druaga: The Aegis of Uruk,ドルアーガの塔 〜the Aegis of URUK〜,TV,Game,Dentsu,Adventure,Gonzo,12.0,25 min per ep,PG-13 - Teens 13 or older,7.27,39977.0,2572.0,1053.0,206.0,Unknown,Spring,2008
2741,Gunslinger Girl: Il Teatrino,Gunslinger Girl: Il Teatrino,ガンスリンガー ガール -IL TEATRINO-,TV,Manga,Marvelous,Action,Artland,13.0,25 min per ep,R - 17+ (violence & profanity),7.24,20699.0,2700.0,1746.0,111.0,Unknown,Winter,2008
2750,Hatara Kids Mai Ham Gumi,Master Hamsters,はたらキッズマイハム組,TV,Original,TV Asahi,Kids,Toei Animation,50.0,25 min per ep,PG - Children,5.77,39.0,11108.0,11165.0,0.0,Unknown,Fall,2007
2755,Lemon Angel (1988),Lemon Angel (1988),レモンエンジェル,TV,Unknown,AIC,Ecchi,,9.0,3 min per ep,R+ - Mild Nudity,5.8,197.0,8240.0,9018.0,1.0,Unknown,Winter,1988
2756,Lemon Angel (1988/II),Lemon Angel (1988/II),レモンエンジェル,TV,Unknown,AIC,Ecchi,,8.0,3 min per ep,R+ - Mild Nudity,5.78,169.0,8296.0,9441.0,0.0,Unknown,Summer,1988
2762,IGPX: Immortal Grand Prix (2005),IGPX: Immortal Grand Prix,IGPX -Immortal Grand Prix-,TV,Original,Bandai Visual,Shounen,Production I.G,13.0,23 min per ep,PG-13 - Teens 13 or older,7.18,6367.0,2950.0,3436.0,69.0,Unknown,Fall,2005
2763,Bakutou Sengen Daigunder,Daigunder,爆闘宣言ダイガンダー,TV,Original,TV Tokyo,Adventure,Nippon Animation,39.0,21 min per ep,PG - Children,6.75,831.0,4658.0,7724.0,6.0,Fridays at 18:00 (JST),Spring,2002
2774,Himitsu no Akko-chan,Secrets of Akko-chan,ひみつのアッコちゃん,TV,Unknown,,Magic,Toei Animation,94.0,24 min per ep,G - All Ages,6.48,384.0,5865.0,7802.0,3.0,Unknown,Winter,1969
2778,Vampiyan Kids,Vampiyan Kids,バンパイヤン・キッズ,TV,Original,Fuji TV,Comedy,Production I.G,23.0,23 min per ep,G - All Ages,6.2,82.0,7050.0,9754.0,2.0,Saturdays at 18:30 (JST),Fall,2001
2780,Gasshin Sentai Mechander Robo,Combining Squadron Mechander Robo,合身戦隊メカンダーロボ,TV,Unknown,Wako Productions,Mystery,,35.0,23 min per ep,PG-13 - Teens 13 or older,6.1,89.0,7397.0,10304.0,3.0,Unknown,Spring,1977
2782,Aria The Origination,Aria The Origination,ARIA The ORIGINATION,TV,Manga,TV Tokyo,Slice of Life,Hal Film Maker,13.0,24 min per ep,G - All Ages,8.57,19206.0,80.0,1216.0,3098.0,Tuesdays at 02:00 (JST),Winter,2008
2783,Hatenkou Yuugi,Hatenkou Yugi,破天荒遊戯,TV,Manga,Frontier Works,Adventure,Studio Deen,10.0,24 min per ep,PG-13 - Teens 13 or older,7.24,13141.0,2702.0,2296.0,189.0,Unknown,Winter,2008
2784,H2O: Footprints in the Sand,H2O: Footprints in the Sand,H2O ~FOOTPRINTS IN THE SAND~,TV,Visual novel,NTT Docomo,Romance,Zexcs,12.0,24 min per ep,PG-13 - Teens 13 or older,7.17,38836.0,2988.0,1211.0,400.0,Unknown,Winter,2008
2800,Wagaya no Oinari-sama.,Our Home's Fox Deity,我が家のお稲荷さま。,TV,Light novel,Kadokawa Shoten,Adventure,Zexcs,24.0,24 min per ep,PG-13 - Teens 13 or older,7.27,9622.0,2604.0,2477.0,80.0,Unknown,Spring,2008
2803,Yuusha Exkaiser,The Brave Fighter Exkizer,勇者エクスカイザー,TV,Original,Nagoya Broadcasting Network,Shounen,Sunrise,48.0,24 min per ep,G - All Ages,6.62,222.0,5285.0,8559.0,4.0,Unknown,Winter,1990
2805,Giant Gorg,Giant Gorg,巨神ゴーグ〈ジャイアントゴーグ〉,TV,Original,,Sci-Fi,Sunrise,26.0,25 min per ep,PG-13 - Teens 13 or older,7.33,522.0,2342.0,6687.0,17.0,Unknown,Spring,1984
2810,Haikara-san ga Tooru,Smart-san,はいからさんが通る,TV,Manga,Asahi Broadcasting,Slice of Life,Nippon Animation,42.0,24 min per ep,PG-13 - Teens 13 or older,7.4,359.0,2053.0,6807.0,8.0,Unknown,Summer,1978
2812,Mnemosyne: Mnemosyne no Musume-tachi,Rin: Daughters of Mnemosyne,Mnemosyne－ムネモシュネの娘たち－,TV,Original,VAP,Action,Xebec,6.0,45 min per ep,R+ - Mild Nudity,7.41,53824.0,2023.0,746.0,942.0,Unknown,Winter,2008
2814,Kiddy GiRL-AND,Kiddy Girl-AND,キディ・ガーランド,TV,Original,Kadokawa Shoten,Super Power,Satelight,24.0,25 min per ep,PG-13 - Teens 13 or older,6.93,4882.0,3913.0,3342.0,42.0,Unknown,Fall,2009
2819,Mahoutsukai Sally,Sally the Witch,魔法使いサリー,TV,Unknown,,School,Toei Animation,109.0,30 min per ep,G - All Ages,6.47,530.0,5921.0,7168.0,4.0,Unknown,Winter,1967
2820,Kure-nai,Kurenai,紅,TV,Light novel,Yomiko Advertising,Drama,Brain's Base,12.0,25 min per ep,PG-13 - Teens 13 or older,7.45,30871.0,1839.0,1288.0,232.0,Unknown,Spring,2008
2821,Amatsuki,Amatsuki,あまつき,TV,Manga,Frontier Works,Supernatural,Studio Deen,13.0,23 min per ep,PG-13 - Teens 13 or older,6.98,21866.0,3723.0,1721.0,134.0,Saturdays at 02:30 (JST),Spring,2008
2825,Persona: Trinity Soul,Persona: Trinity Soul,ペルソナ 〜トリニティ・ソウル〜,TV,Original,Aniplex,Sci-Fi,A-1 Pictures,26.0,23 min per ep,PG-13 - Teens 13 or older,6.67,18906.0,5020.0,1475.0,162.0,Unknown,Winter,2008
2830,RGB Adventure,RGB Adventure,RGBアドベンチャ,TV,Unknown,,Adventure,,6.0,20 min per ep,G - All Ages,5.19,27.0,12644.0,12583.0,0.0,Unknown,Fall,2006
2844,Maicching Machiko-sensei,Miss Machiko,まいっちんぐマチコ先生,TV,Manga,TV Tokyo,Comedy,Studio Pierrot,95.0,25 min per ep,R+ - Mild Nudity,6.55,120.0,5586.0,7682.0,4.0,Thursdays at 19:30 (JST),Fall,1981
2849,Rokushin Gattai GodMars,God Mars,六神合体ゴッドマーズ,TV,Unknown,,Action,Tokyo Movie Shinsha,64.0,24 min per ep,PG-13 - Teens 13 or older,6.5,271.0,5803.0,8167.0,2.0,Unknown,Fall,1981
2853,Blassreiter,Blassreiter,ブラスレイター,TV,Original,Nitroplus,Sci-Fi,Gonzo,24.0,23 min per ep,R - 17+ (violence & profanity),7.01,22606.0,3624.0,1373.0,228.0,Unknown,Spring,2008
